date,y,clim,p_p2,p_m1,p_h,p_hmm_high,p20,q20,x_hmm,p_ens,lo,hi,state_p2,state_ens3,refit_year,block24,block18,theta_id
2003-03-11,0,0.2119895743,0.4211174059,0.4001128828,0.2828806587,0.99955784,0.7616974492,0.9886394329,7.723396512,0.4211174059,0.2828806587,0.4211174059,caution,caution,2003,1,1,81ce7afb1473
2003-03-12,0,0.2119895743,0.4200993664,0.398942197,0.2611820396,0.9975930631,0.7608090052,0.9874019134,6.026990484,0.4200993664,0.2611820396,0.4200993664,caution,caution,2003,1,1,81ce7afb1473
2003-03-13,0,0.2119895743,0.3929118112,0.3778496834,0.3027700436,0.9999999885,0.7618973824,0.9889179212,9.210240367,0.3929118112,0.3027700436,0.3929118112,caution,caution,2003,1,1,81ce7afb1473
2003-03-14,0,0.2119895743,0.3757518217,0.368067761,0.2864020846,0.999661632,0.7617443825,0.9887048065,7.991038207,0.3757518217,0.2864020846,0.3757518217,caution,caution,2003,1,1,81ce7afb1473
2003-03-17,0,0.2119895743,0.3740121535,0.3777257886,0.3027700436,0.9999999819,0.7618973795,0.988917917,9.210240367,0.3740121535,0.3027700436,0.3777257886,caution,caution,2003,1,1,81ce7afb1473
2003-03-18,0,0.2119895743,0.3491653509,0.3610243371,0.3020564743,0.9998946265,0.7618497392,0.9888515586,9.157893571,0.3491653509,0.3020564743,0.3610243371,caution,caution,2003,1,1,81ce7afb1473
2003-03-19,0,0.2119895743,0.3562102943,0.3751149787,0.3027700436,0.9999090766,0.7618562734,0.9888606601,9.210240367,0.3562102943,0.3027700436,0.3751149787,caution,caution,2003,1,1,81ce7afb1473
2003-03-20,0,0.2119895743,0.3505208552,0.3611535043,0.298426052,0.9998623244,0.7618351327,0.9888312131,8.890472717,0.3505208552,0.298426052,0.3611535043,caution,caution,2003,1,1,81ce7afb1473
2003-03-21,1,0.2119895743,0.3231280087,0.337648672,0.3027700436,0.9999980216,0.7618964931,0.9889166823,9.210240367,0.3231280087,0.3027700436,0.337648672,caution,caution,2003,1,1,81ce7afb1473
2003-03-24,0,0.2119895743,0.3593828539,0.3605073,0.3027700436,0.9999999999,0.7618973876,0.9889179284,9.210240367,0.3593828539,0.3027700436,0.3605073,caution,caution,2003,1,1,81ce7afb1473
2003-03-25,0,0.2119895743,0.3330983847,0.33873945,0.3027700436,0.999976655,0.7618868314,0.9889032245,9.210240367,0.3330983847,0.3027700436,0.33873945,caution,caution,2003,1,1,81ce7afb1473
2003-03-26,0,0.2119895743,0.3237131761,0.3316003711,0.3027700436,0.9999748237,0.7618860033,0.9889020711,9.210240367,0.3237131761,0.3027700436,0.3316003711,caution,caution,2003,1,1,81ce7afb1473
2003-03-27,0,0.2119895743,0.3266639567,0.3278475647,0.2940084478,0.9998089016,0.7618109757,0.9887975646,8.562530915,0.3266639567,0.2940084478,0.3278475647,caution,caution,2003,1,1,81ce7afb1473
2003-03-28,0,0.2119895743,0.3229823596,0.3249068501,0.3008928219,0.99988522,0.7618454858,0.9888456339,9.072378329,0.3229823596,0.3008928219,0.3249068501,caution,caution,2003,1,1,81ce7afb1473
2003-03-31,0,0.2119895743,0.3578152809,0.3441525201,0.3027700436,0.9999992991,0.7618970707,0.988917487,9.210240367,0.3578152809,0.3027700436,0.3578152809,caution,caution,2003,1,1,81ce7afb1473
2003-04-01,0,0.2119895743,0.3345354947,0.333396045,0.3027700436,0.9999526878,0.7618759937,0.9888881287,9.210240367,0.3345354947,0.3027700436,0.3345354947,caution,caution,2003,1,1,81ce7afb1473
2003-04-02,0,0.2119895743,0.3256877427,0.3286842632,0.3027700436,0.9999990221,0.7618969455,0.9889173125,9.210240367,0.3256877427,0.3027700436,0.3286842632,caution,caution,2003,1,1,81ce7afb1473
2003-04-03,0,0.2119895743,0.3232729834,0.3313234547,0.3027700436,0.9999240359,0.7618630378,0.9888700823,9.210240367,0.3232729834,0.3027700436,0.3313234547,caution,caution,2003,1,1,81ce7afb1473
2003-04-04,0,0.2119895743,0.330029573,0.3438834625,0.2936320481,0.9998034617,0.7618085159,0.9887941383,8.534456858,0.330029573,0.2936320481,0.3438834625,caution,caution,2003,1,1,81ce7afb1473
2003-04-07,0,0.2119895743,0.3362684758,0.3346349308,0.2620975838,0.9977628966,0.7608858015,0.9875088835,6.100333773,0.3362684758,0.2620975838,0.3362684758,caution,caution,2003,1,1,81ce7afb1473
2003-04-08,0,0.2119895743,0.3073624652,0.3161120466,0.2556482816,0.9962419649,0.760198058,0.986550921,5.580093924,0.3073624652,0.2556482816,0.3161120466,caution,caution,2003,1,1,81ce7afb1473
2003-04-09,0,0.2119895743,0.3210656453,0.3158255545,0.2902399589,0.9997466532,0.7617828278,0.9887583573,8.280497843,0.3210656453,0.2902399589,0.3210656453,caution,caution,2003,1,1,81ce7afb1473
2003-04-10,0,0.2119895743,0.30156895,0.2936783184,0.2648928878,0.9982091053,0.7610875707,0.9877899291,6.323247446,0.30156895,0.2648928878,0.30156895,caution,caution,2003,1,1,81ce7afb1473
2003-04-11,0,0.2119895743,0.2899831365,0.2759668531,0.2666700443,0.9984441652,0.7611938614,0.9879379821,6.464185968,0.2899831365,0.2666700443,0.2899831365,caution,caution,2003,1,1,81ce7afb1473
2003-04-14,0,0.2119895743,0.2638292586,0.2597292961,0.3027700436,0.9999058973,0.7618548358,0.9888586576,9.210240367,0.2638292586,0.2597292961,0.3027700436,caution,caution,2003,1,1,81ce7afb1473
2003-04-15,0,0.2119895743,0.2456493107,0.2459700766,0.2606189652,0.997482079,0.7607588198,0.9873320098,5.981800625,0.2456493107,0.2456493107,0.2606189652,normal,normal,2003,1,1,81ce7afb1473
2003-04-16,0,0.2119895743,0.2539971607,0.2453146881,0.2869007612,0.9996741604,0.7617500476,0.9887126976,8.028779429,0.2539971607,0.2453146881,0.2869007612,normal,normal,2003,1,1,81ce7afb1473
2003-04-17,0,0.2119895743,0.2309339843,0.2283662302,0.271195248,0.9989098936,0.7614044571,0.9882313223,6.820389265,0.2309339843,0.2283662302,0.271195248,normal,normal,2003,1,1,81ce7afb1473
2003-04-21,0,0.2119895743,0.2360396875,0.2358989699,0.2486129374,0.9933247529,0.7588789364,0.9847135079,5.002651424,0.2360396875,0.2358989699,0.2486129374,normal,normal,2003,1,1,81ce7afb1473
2003-04-22,0,0.2119895743,0.2173374895,0.2147650505,0.2949375489,0.9998216776,0.7618167528,0.9888056116,8.631739027,0.2173374895,0.2147650505,0.2949375489,normal,normal,2003,1,1,81ce7afb1473
2003-04-23,0,0.2119895743,0.2097631266,0.2164794903,0.2715834544,0.9989424815,0.7614191929,0.9882518478,6.850772028,0.2097631266,0.2097631266,0.2715834544,normal,normal,2003,1,1,81ce7afb1473
2003-04-24,0,0.2119895743,0.2094114006,0.208386961,0.2763952024,0.9992724721,0.76156841,0.9884596932,7.225130444,0.2094114006,0.208386961,0.2763952024,normal,normal,2003,1,1,81ce7afb1473
2003-04-25,0,0.2119895743,0.2184190409,0.2164794903,0.2929018195,0.9997924503,0.7618035366,0.9887872027,8.479932153,0.2184190409,0.2164794903,0.2929018195,normal,normal,2003,1,1,81ce7afb1473
2003-04-28,0,0.2119895743,0.2150862324,0.2171641694,0.3027700436,0.9999166514,0.7618596986,0.9888654311,9.210240367,0.2150862324,0.2150862324,0.3027700436,normal,normal,2003,1,1,81ce7afb1473
2003-04-29,0,0.2119895743,0.2117045053,0.2157942,0.2619155665,0.9977301424,0.7608709905,0.9874882531,6.085765742,0.2117045053,0.2117045053,0.2619155665,normal,normal,2003,1,1,81ce7afb1473
2003-04-30,0,0.2119895743,0.2166575888,0.2234663339,0.2594059038,0.9972247361,0.760642453,0.9871699218,5.884230317,0.2166575888,0.2166575888,0.2594059038,normal,normal,2003,1,1,81ce7afb1473
2003-05-01,0,0.2119895743,0.2279227829,0.2298796843,0.245796684,0.9915779754,0.7580890687,0.9836132959,4.768447334,0.2279227829,0.2279227829,0.245796684,normal,normal,2003,1,1,81ce7afb1473
2003-05-02,0,0.2119895743,0.2063896712,0.2135625018,0.2600624149,0.9973672029,0.7607068745,0.9872596548,5.937072205,0.2063896712,0.2063896712,0.2600624149,normal,normal,2003,1,1,81ce7afb1473
2003-05-05,0,0.2119895743,0.2119648732,0.2221084695,0.2465748989,0.9921030035,0.7583264789,0.9839439862,4.833344443,0.2119648732,0.2119648732,0.2465748989,normal,normal,2003,1,1,81ce7afb1473
2003-05-06,0,0.2119895743,0.2028885263,0.2164794903,0.2360680663,0.9810183065,0.7533141376,0.9769622631,3.945116108,0.2028885263,0.2028885263,0.2360680663,normal,normal,2003,1,1,81ce7afb1473
2003-05-07,0,0.2119895743,0.2090485168,0.2198963237,0.2286691973,0.9645364726,0.7458612882,0.9665811402,3.303142875,0.2090485168,0.2090485168,0.2286691973,normal,normal,2003,1,1,81ce7afb1473
2003-05-08,0,0.2119895743,0.2157772626,0.2239748655,0.2358598849,0.9806826579,0.7531623621,0.9767508539,3.92724567,0.2157772626,0.2157772626,0.2358598849,normal,normal,2003,1,1,81ce7afb1473
2003-05-09,0,0.2119895743,0.1867307668,0.1972308681,0.2418284696,0.988287893,0.7566013405,0.9815410296,4.435350953,0.1867307668,0.1867307668,0.2418284696,normal,normal,2003,1,1,81ce7afb1473
2003-05-12,0,0.2119895743,0.1822706777,0.1942423082,0.2319663805,0.9731687602,0.7497646851,0.9720182074,3.590990639,0.1822706777,0.1822706777,0.2319663805,normal,normal,2003,1,1,81ce7afb1473
2003-05-13,0,0.2119895743,0.185143965,0.2010829519,0.2159294354,0.8968290277,0.715244951,0.923935443,2.162477702,0.185143965,0.185143965,0.2159294354,normal,normal,2003,1,1,81ce7afb1473
2003-05-14,0,0.2119895743,0.1888361684,0.2026536895,0.2045976838,0.7514153622,0.6494909732,0.8323462955,1.106175195,0.1888361684,0.1888361684,0.2045976838,normal,normal,2003,1,1,81ce7afb1473
2003-05-15,0,0.2119895743,0.1753052351,0.1892980736,0.1973013425,0.5993802318,0.5807428637,0.7365866024,0.402883406,0.1753052351,0.1753052351,0.1973013425,normal,normal,2003,1,1,81ce7afb1473
2003-05-16,0,0.2119895743,0.1657270412,0.1743135283,0.1789972434,0.1895707544,0.3954328848,0.4784671158,-1.452801711,0.1657270412,0.1657270412,0.1789972434,normal,normal,2003,1,1,81ce7afb1473
2003-05-19,0,0.2119895743,0.2063808387,0.211496538,0.261260435,0.9976081111,0.7608158097,0.9874113914,6.033277153,0.2063808387,0.2063808387,0.261260435,normal,normal,2003,1,1,81ce7afb1473
2003-05-20,0,0.2119895743,0.2153699251,0.2248215741,0.2426234898,0.9890389021,0.7569409361,0.9820140545,4.502381212,0.2153699251,0.2153699251,0.2426234898,normal,normal,2003,1,1,81ce7afb1473
2003-05-21,0,0.2119895743,0.2102131186,0.2234663339,0.2352019784,0.9795817921,0.7526645664,0.976057471,3.870698693,0.2102131186,0.2102131186,0.2352019784,normal,normal,2003,1,1,81ce7afb1473
2003-05-22,0,0.2119895743,0.1906705066,0.1988088557,0.2390797738,0.9852613872,0.7552327979,0.9796347776,4.202436201,0.1906705066,0.1906705066,0.2390797738,normal,normal,2003,1,1,81ce7afb1473
2003-05-23,0,0.2119895743,0.1781439339,0.1880578673,0.2240245055,0.9474821157,0.7381495522,0.9558394125,2.892654296,0.1781439339,0.1781439339,0.2240245055,normal,normal,2003,1,1,81ce7afb1473
2003-05-27,0,0.2119895743,0.1902849398,0.2024793118,0.2509626063,0.994495657,0.7594084025,0.9854510047,5.196698315,0.1902849398,0.1902849398,0.2509626063,normal,normal,2003,1,1,81ce7afb1473
2003-05-28,0,0.2119895743,0.1850977356,0.2031766159,0.2362449316,0.981298809,0.7534409768,0.9771389382,3.9602898,0.1850977356,0.1850977356,0.2362449316,normal,normal,2003,1,1,81ce7afb1473
2003-05-29,0,0.2119895743,0.1945647,0.2101160652,0.2332717491,0.9759707424,0.7510317013,0.9737830426,3.704160453,0.1945647,0.1945647,0.2332717491,normal,normal,2003,1,1,81ce7afb1473
2003-05-30,0,0.2119895743,0.1752359184,0.1933613705,0.2627781253,0.9978811152,0.7609392583,0.9875833437,6.154744253,0.1752359184,0.1752359184,0.2627781253,normal,normal,2003,1,1,81ce7afb1473
2003-06-02,0,0.2119895743,0.1942351044,0.2173352339,0.2488469285,0.9934520273,0.7589364881,0.984793672,5.022030278,0.1942351044,0.1942351044,0.2488469285,normal,normal,2003,1,1,81ce7afb1473
2003-06-03,0,0.2119895743,0.1851418571,0.2171641694,0.2181385185,0.9140141627,0.723015823,0.9347595417,2.363663467,0.1851418571,0.1851418571,0.2181385185,normal,normal,2003,1,1,81ce7afb1473
2003-06-04,0,0.2119895743,0.1795307205,0.213390589,0.2299887467,0.968283503,0.7475556418,0.9689412164,3.418687965,0.1795307205,0.1795307205,0.2299887467,normal,normal,2003,1,1,81ce7afb1473
2003-06-05,0,0.2119895743,0.1804329797,0.2169930645,0.2233590874,0.944451777,0.7367792764,0.9539307463,2.833353102,0.1804329797,0.1804329797,0.2233590874,normal,normal,2003,1,1,81ce7afb1473
2003-06-06,0,0.2119895743,0.1925456266,0.2241442871,0.2170418031,0.9058486236,0.7193234831,0.9296164572,2.263968336,0.1925456266,0.1925456266,0.2241442871,normal,normal,2003,1,1,81ce7afb1473
2003-06-09,0,0.2119895743,0.2030426476,0.2392188632,0.2301547099,0.9687257781,0.7477556322,0.9692197844,3.433187401,0.2030426476,0.2030426476,0.2392188632,normal,normal,2003,1,1,81ce7afb1473
2003-06-10,0,0.2119895743,0.1783640509,0.2137344091,0.2198512455,0.9254379942,0.728181516,0.9419548694,2.518636061,0.1783640509,0.1783640509,0.2198512455,normal,normal,2003,1,1,81ce7afb1473
2003-06-11,0,0.2119895743,0.1732248208,0.2063069161,0.2191665155,0.9210561565,0.7262001118,0.9391949584,2.456784249,0.1732248208,0.1732248208,0.2191665155,normal,normal,2003,1,1,81ce7afb1473
2003-06-12,0,0.2119895743,0.1752009123,0.2097705557,0.2106376339,0.8421601205,0.6905244538,0.8895021001,1.674389065,0.1752009123,0.1752009123,0.2106376339,normal,normal,2003,1,1,81ce7afb1473
2003-06-13,0,0.2119895743,0.1821315708,0.2140781216,0.2113360188,0.8505998502,0.6943407787,0.8948178841,1.739313531,0.1821315708,0.1821315708,0.2140781216,normal,normal,2003,1,1,81ce7afb1473
2003-06-16,0,0.2119895743,0.1682750153,0.2064804628,0.2595142366,0.9972487802,0.7606533254,0.987185066,5.892955885,0.1682750153,0.1682750153,0.2595142366,normal,normal,2003,1,1,81ce7afb1473
2003-06-17,0,0.2119895743,0.1648630942,0.2028280299,0.242259536,0.9887014038,0.7567883242,0.9818014804,4.471713879,0.1648630942,0.1648630942,0.242259536,normal,normal,2003,1,1,81ce7afb1473
2003-06-18,0,0.2119895743,0.1636705487,0.1984584272,0.2284015002,0.9637238777,0.7454938445,0.9660693254,3.279645083,0.1636705487,0.1636705487,0.2284015002,normal,normal,2003,1,1,81ce7afb1473
2003-06-19,0,0.2119895743,0.1696968337,0.1991590864,0.2670852164,0.998494352,0.7612165552,0.9879695924,6.497025156,0.1696968337,0.1696968337,0.2670852164,normal,normal,2003,1,1,81ce7afb1473
2003-06-20,0,0.2119895743,0.1624866414,0.1875258356,0.2445165972,0.9906352697,0.7576627907,0.9830195305,4.661395887,0.1624866414,0.1624866414,0.2445165972,normal,normal,2003,1,1,81ce7afb1473
2003-06-23,0,0.2119895743,0.1856570143,0.2127023862,0.2566526679,0.9965353468,0.7603307211,0.9867357082,5.661672068,0.1856570143,0.1856570143,0.2566526679,normal,normal,2003,1,1,81ce7afb1473
2003-06-24,0,0.2119895743,0.185294173,0.2156227726,0.23660211,0.9818525141,0.7536913543,0.9774876907,3.990909072,0.185294173,0.185294173,0.23660211,normal,normal,2003,1,1,81ce7afb1473
2003-06-25,0,0.2119895743,0.194632857,0.2166507164,0.2469614794,0.9923512207,0.7584387192,0.9841003264,4.865531036,0.194632857,0.194632857,0.2469614794,normal,normal,2003,1,1,81ce7afb1473
2003-06-26,0,0.2119895743,0.1741585716,0.1921266423,0.2562155927,0.9964106837,0.7602743502,0.9866571889,5.626197769,0.1741585716,0.1741585716,0.2562155927,normal,normal,2003,1,1,81ce7afb1473
2003-06-27,0,0.2119895743,0.1732311168,0.1878805623,0.2673896129,0.9985300878,0.7612327144,0.9879921007,6.521081638,0.1732311168,0.1732311168,0.2673896129,normal,normal,2003,1,1,81ce7afb1473
2003-06-30,0,0.2119895743,0.1783648706,0.1942423082,0.2234763703,0.9449980549,0.7370262955,0.9542748208,2.843814319,0.1783648706,0.1783648706,0.2234763703,normal,normal,2003,1,1,81ce7afb1473
2003-07-01,0,0.2119895743,0.1796053175,0.1931850821,0.2185796614,0.9171061912,0.724413994,0.9367070632,2.403662891,0.1796053175,0.1796053175,0.2185796614,normal,normal,2003,1,1,81ce7afb1473
2003-07-02,0,0.2119895743,0.1630356159,0.1855726348,0.2296423065,0.9673399517,0.7471289814,0.9683469183,3.38839742,0.1630356159,0.1630356159,0.2296423065,normal,normal,2003,1,1,81ce7afb1473
2003-07-03,0,0.2119895743,0.1781539168,0.1919500945,0.2357293074,0.9804690604,0.7530657764,0.9766163191,3.916031237,0.1781539168,0.1781539168,0.2357293074,normal,normal,2003,1,1,81ce7afb1473
2003-07-07,0,0.2119895743,0.1772814167,0.203699153,0.2797429835,0.9994378711,0.761643201,0.9885638702,7.483217096,0.1772814167,0.1772814167,0.2797429835,normal,normal,2003,1,1,81ce7afb1473
2003-07-08,0,0.2119895743,0.16568987,0.1935376419,0.2458795857,0.9916355683,0.7581151114,0.983649571,4.775367278,0.16568987,0.16568987,0.2458795857,normal,normal,2003,1,1,81ce7afb1473
2003-07-09,0,0.2119895743,0.1622442692,0.1837935651,0.2490793275,0.9935759722,0.7589925342,0.984871739,5.041265219,0.1622442692,0.1622442692,0.2490793275,normal,normal,2003,1,1,81ce7afb1473
