date,VIX3M,VIX9D,VVIX,SKEW
1991-10-17,,,,107.810000
1991-10-18,,,,110.280000
1991-10-21,,,,108.970000
1991-10-22,,,,107.680000
1991-10-23,,,,108.420000
1991-10-24,,,,107.000000
1991-10-25,,,,107.450000
1991-10-28,,,,107.960000
1991-10-29,,,,109.140000
1991-10-30,,,,110.200000
1991-10-31,,,,109.630000
1991-11-01,,,,110.190000
1991-11-04,,,,110.870000
1991-11-05,,,,110.110000
1991-11-06,,,,110.910000
1991-11-07,,,,110.400000
1991-11-08,,,,110.370000
1991-11-11,,,,109.450000
1991-11-12,,,,109.910000
1991-11-13,,,,109.810000
1991-11-14,,,,110.230000
1991-11-15,,,,114.770000
1991-11-18,,,,116.460000
1991-11-19,,,,119.790000
1991-11-20,,,,115.570000
1991-11-21,,,,114.380000
1991-11-22,,,,111.760000
1991-11-25,,,,115.370000
1991-11-26,,,,117.420000
1991-11-27,,,,115.380000
1991-11-29,,,,110.220000
1991-12-02,,,,115.390000
1991-12-03,,,,114.430000
1991-12-04,,,,114.970000
1991-12-05,,,,113.280000
1991-12-06,,,,115.490000
1991-12-09,,,,113.940000
1991-12-10,,,,113.160000
1991-12-11,,,,113.390000
1991-12-12,,,,115.940000
1991-12-13,,,,116.110000
1991-12-16,,,,116.960000
1991-12-17,,,,118.880000
1991-12-18,,,,119.460000
1991-12-19,,,,120.350000
1991-12-20,,,,122.390000
1991-12-23,,,,125.900000
1991-12-24,,,,127.030000
1991-12-26,,,,115.190000
1991-12-27,,,,114.230000
1991-12-30,,,,114.250000
1991-12-31,,,,113.550000
1992-01-02,,,,116.060000
1992-01-03,,,,116.280000
1992-01-06,,,,115.670000
1992-01-07,,,,116.350000
1992-01-08,,,,115.530000
1992-01-09,,,,116.480000
1992-01-10,,,,116.820000
1992-01-13,,,,118.200000
1992-01-14,,,,121.460000
1992-01-15,,,,121.980000
1992-01-16,,,,110.850000
1992-01-17,,,,109.700000
1992-01-20,,,,110.900000
1992-01-21,,,,110.200000
1992-01-22,,,,111.800000
1992-01-23,,,,109.780000
1992-01-24,,,,110.290000
1992-01-27,,,,110.340000
1992-01-28,,,,110.660000
1992-01-29,,,,110.730000
1992-01-30,,,,111.670000
1992-01-31,,,,110.930000
1992-02-03,,,,112.160000
1992-02-04,,,,112.850000
1992-02-05,,,,112.650000
1992-02-06,,,,113.770000
1992-02-07,,,,112.300000
1992-02-10,,,,113.680000
1992-02-11,,,,112.850000
1992-02-12,,,,112.020000
1992-02-13,,,,113.710000
1992-02-14,,,,112.840000
1992-02-18,,,,113.390000
1992-02-19,,,,110.760000
1992-02-20,,,,111.020000
1992-02-21,,,,114.470000
1992-02-24,,,,111.100000
1992-02-25,,,,110.690000
1992-02-26,,,,110.070000
1992-02-27,,,,112.670000
1992-02-28,,,,109.060000
1992-03-02,,,,108.330000
1992-03-03,,,,112.480000
1992-03-04,,,,106.060000
1992-03-05,,,,111.850000
1992-03-06,,,,110.920000
1992-03-09,,,,111.230000
1992-03-10,,,,112.800000
1992-03-11,,,,112.000000
1992-03-12,,,,112.350000
1992-03-13,,,,114.840000
1992-03-16,,,,118.570000
1992-03-17,,,,107.290000
1992-03-18,,,,107.720000
1992-03-19,,,,107.850000
1992-03-20,,,,109.360000
1992-03-23,,,,108.790000
1992-03-24,,,,106.790000
1992-03-25,,,,106.650000
1992-03-26,,,,106.610000
1992-03-27,,,,107.270000
1992-03-30,,,,109.430000
1992-03-31,,,,109.860000
1992-04-01,,,,112.560000
1992-04-02,,,,110.560000
1992-04-03,,,,111.510000
1992-04-06,,,,108.930000
1992-04-07,,,,111.240000
1992-04-08,,,,110.670000
1992-04-09,,,,115.880000
1992-04-10,,,,117.100000
1992-04-13,,,,108.360000
1992-04-14,,,,108.620000
1992-04-15,,,,111.790000
1992-04-16,,,,112.080000
1992-04-20,,,,110.880000
1992-04-21,,,,111.260000
1992-04-22,,,,109.410000
1992-04-23,,,,110.620000
1992-04-24,,,,109.720000
1992-04-27,,,,110.400000
1992-04-28,,,,110.910000
1992-04-29,,,,112.490000
1992-04-30,,,,113.240000
1992-05-01,,,,113.250000
1992-05-04,,,,114.510000
1992-05-05,,,,114.560000
1992-05-06,,,,112.810000
1992-05-07,,,,111.480000
1992-05-08,,,,113.060000
1992-05-11,,,,112.960000
1992-05-12,,,,116.520000
1992-05-13,,,,114.280000
1992-05-14,,,,112.960000
1992-05-15,,,,112.880000
1992-05-18,,,,115.720000
1992-05-19,,,,114.430000
1992-05-20,,,,114.200000
1992-05-21,,,,113.440000
1992-05-22,,,,112.230000
1992-05-26,,,,114.710000
1992-05-27,,,,110.900000
1992-05-28,,,,111.270000
1992-05-29,,,,109.470000
1992-06-01,,,,111.820000
1992-06-02,,,,110.720000
1992-06-03,,,,109.620000
1992-06-04,,,,108.960000
1992-06-05,,,,110.070000
1992-06-08,,,,109.640000
1992-06-09,,,,107.850000
1992-06-10,,,,108.580000
1992-06-11,,,,108.020000
1992-06-12,,,,108.390000
1992-06-15,,,,106.100000
1992-06-16,,,,107.850000
1992-06-17,,,,104.340000
1992-06-18,,,,105.050000
1992-06-19,,,,107.850000
1992-06-22,,,,108.180000
1992-06-23,,,,109.140000
1992-06-24,,,,108.410000
1992-06-25,,,,106.680000
1992-06-26,,,,108.280000
1992-06-29,,,,111.740000
1992-06-30,,,,111.880000
1992-07-01,,,,110.340000
1992-07-02,,,,112.050000
1992-07-06,,,,115.520000
1992-07-07,,,,109.360000
1992-07-08,,,,109.790000
1992-07-09,,,,111.120000
1992-07-10,,,,111.700000
1992-07-13,,,,111.040000
1992-07-14,,,,112.670000
1992-07-15,,,,111.150000
1992-07-16,,,,112.530000
1992-07-17,,,,112.940000
1992-07-20,,,,111.440000
1992-07-21,,,,109.780000
1992-07-22,,,,111.810000
1992-07-23,,,,111.860000
1992-07-24,,,,113.310000
1992-07-27,,,,112.700000
1992-07-28,,,,112.950000
1992-07-29,,,,111.850000
1992-07-30,,,,110.950000
1992-07-31,,,,111.550000
1992-08-03,,,,113.440000
1992-08-04,,,,114.150000
1992-08-05,,,,112.000000
1992-08-06,,,,112.270000
1992-08-07,,,,113.080000
1992-08-10,,,,113.970000
1992-08-11,,,,112.900000
1992-08-12,,,,114.150000
1992-08-13,,,,112.250000
1992-08-14,,,,112.780000
1992-08-17,,,,114.960000
1992-08-18,,,,110.000000
1992-08-19,,,,110.570000
1992-08-20,,,,111.530000
1992-08-21,,,,114.330000
1992-08-24,,,,109.490000
1992-08-25,,,,109.440000
1992-08-26,,,,111.200000
1992-08-27,,,,110.260000
1992-08-28,,,,110.990000
1992-08-31,,,,112.170000
1992-09-01,,,,111.530000
1992-09-02,,,,110.690000
1992-09-03,,,,111.540000
1992-09-04,,,,110.700000
1992-09-08,,,,110.540000
1992-09-09,,,,109.660000
1992-09-10,,,,113.570000
1992-09-11,,,,114.000000
1992-09-14,,,,116.340000
1992-09-15,,,,112.690000
1992-09-16,,,,111.560000
1992-09-17,,,,110.850000
1992-09-18,,,,117.200000
1992-09-21,,,,113.960000
1992-09-22,,,,113.500000
1992-09-23,,,,114.290000
1992-09-24,,,,115.880000
1992-09-25,,,,114.250000
1992-09-28,,,,116.180000
1992-09-29,,,,116.310000
1992-09-30,,,,115.160000
1992-10-01,,,,113.970000
1992-10-02,,,,111.350000
1992-10-05,,,,111.350000
1992-10-06,,,,109.520000
1992-10-07,,,,109.250000
1992-10-08,,,,112.210000
1992-10-09,,,,112.140000
1992-10-12,,,,112.400000
1992-10-13,,,,113.750000
1992-10-14,,,,114.580000
1992-10-15,,,,115.130000
1992-10-16,,,,114.660000
1992-10-19,,,,117.350000
1992-10-20,,,,115.040000
1992-10-21,,,,115.910000
1992-10-22,,,,113.560000
1992-10-23,,,,113.510000
1992-10-26,,,,115.510000
1992-10-27,,,,114.510000
1992-10-28,,,,110.240000
1992-10-29,,,,111.250000
1992-10-30,,,,110.280000
1992-11-02,,,,111.260000
1992-11-03,,,,111.620000
1992-11-04,,,,111.280000
1992-11-05,,,,112.770000
1992-11-06,,,,112.630000
1992-11-09,,,,113.390000
1992-11-10,,,,113.660000
1992-11-11,,,,114.220000
1992-11-12,,,,115.630000
1992-11-13,,,,116.210000
1992-11-16,,,,114.310000
1992-11-17,,,,113.860000
1992-11-18,,,,117.030000
1992-11-19,,,,114.150000
1992-11-20,,,,115.380000
1992-11-23,,,,110.380000
1992-11-24,,,,112.810000
1992-11-25,,,,111.690000
1992-11-27,,,,110.530000
1992-11-30,,,,112.100000
1992-12-01,,,,112.990000
1992-12-02,,,,111.640000
1992-12-03,,,,112.110000
1992-12-04,,,,112.220000
1992-12-07,,,,113.120000
1992-12-08,,,,113.330000
1992-12-09,,,,111.380000
1992-12-10,,,,114.240000
1992-12-11,,,,113.450000
1992-12-14,,,,110.770000
1992-12-15,,,,109.850000
1992-12-16,,,,109.530000
1992-12-17,,,,110.530000
1992-12-18,,,,114.840000
1992-12-21,,,,112.930000
1992-12-22,,,,113.880000
1992-12-23,,,,110.590000
1992-12-24,,,,110.240000
1992-12-28,,,,111.010000
1992-12-29,,,,110.970000
1992-12-30,,,,112.220000
1992-12-31,,,,110.830000
1993-01-04,,,,109.160000
1993-01-05,,,,111.710000
1993-01-06,,,,112.420000
1993-01-07,,,,111.940000
1993-01-08,,,,113.230000
1993-01-11,,,,111.070000
1993-01-12,,,,111.200000
1993-01-13,,,,111.930000
1993-01-14,,,,112.810000
1993-01-15,,,,115.070000
1993-01-18,,,,114.260000
1993-01-19,,,,113.250000
1993-01-20,,,,113.120000
1993-01-21,,,,115.330000
1993-01-22,,,,113.750000
1993-01-25,,,,115.470000
1993-01-26,,,,114.400000
1993-01-27,,,,114.240000
1993-01-28,,,,114.200000
1993-01-29,,,,113.900000
1993-02-01,,,,117.840000
1993-02-02,,,,115.460000
1993-02-03,,,,116.060000
1993-02-04,,,,115.810000
1993-02-05,,,,115.090000
1993-02-08,,,,117.120000
1993-02-09,,,,115.670000
1993-02-10,,,,116.620000
1993-02-11,,,,116.240000
1993-02-12,,,,116.490000
1993-02-16,,,,112.750000
1993-02-17,,,,113.970000
1993-02-18,,,,114.690000
1993-02-19,,,,116.440000
1993-02-22,,,,116.320000
1993-02-23,,,,116.200000
1993-02-24,,,,118.200000
1993-02-25,,,,115.660000
1993-02-26,,,,117.110000
1993-03-01,,,,114.160000
1993-03-02,,,,118.930000
1993-03-03,,,,125.280000
1993-03-04,,,,115.290000
1993-03-05,,,,114.740000
1993-03-08,,,,113.780000
1993-03-09,,,,115.910000
1993-03-10,,,,116.750000
1993-03-11,,,,115.200000
1993-03-12,,,,116.370000
1993-03-15,,,,114.140000
1993-03-16,,,,113.720000
1993-03-17,,,,110.610000
1993-03-18,,,,114.050000
1993-03-19,,,,111.150000
1993-03-22,,,,111.900000
1993-03-23,,,,112.810000
1993-03-24,,,,112.060000
1993-03-25,,,,112.590000
1993-03-26,,,,112.820000
1993-03-29,,,,113.220000
1993-03-30,,,,111.510000
1993-03-31,,,,110.830000
1993-04-01,,,,110.960000
1993-04-02,,,,110.600000
1993-04-05,,,,110.460000
1993-04-06,,,,110.010000
1993-04-07,,,,111.140000
1993-04-08,,,,111.880000
1993-04-12,,,,112.550000
1993-04-13,,,,113.080000
1993-04-14,,,,112.440000
1993-04-15,,,,112.470000
1993-04-16,,,,112.900000
1993-04-19,,,,110.830000
1993-04-20,,,,113.160000
1993-04-21,,,,111.540000
1993-04-22,,,,110.190000
1993-04-23,,,,109.800000
1993-04-26,,,,110.670000
1993-04-27,,,,113.410000
1993-04-28,,,,112.180000
1993-04-29,,,,114.650000
1993-04-30,,,,112.330000
1993-05-03,,,,112.110000
1993-05-04,,,,109.970000
1993-05-05,,,,111.100000
1993-05-06,,,,111.680000
1993-05-07,,,,113.320000
1993-05-10,,,,112.990000
1993-05-11,,,,112.760000
1993-05-12,,,,114.830000
1993-05-13,,,,112.940000
1993-05-14,,,,116.030000
1993-05-17,,,,115.070000
1993-05-18,,,,115.420000
1993-05-19,,,,117.580000
1993-05-20,,,,120.270000
1993-05-21,,,,118.020000
1993-05-24,,,,117.760000
1993-05-25,,,,118.560000
1993-05-26,,,,117.100000
1993-05-27,,,,115.060000
1993-05-28,,,,122.040000
1993-06-01,,,,120.770000
1993-06-02,,,,115.380000
1993-06-03,,,,114.620000
1993-06-04,,,,114.590000
1993-06-07,,,,111.220000
1993-06-08,,,,119.480000
1993-06-09,,,,111.470000
1993-06-10,,,,121.280000
1993-06-11,,,,113.320000
1993-06-14,,,,111.840000
1993-06-15,,,,110.130000
1993-06-16,,,,111.890000
1993-06-17,,,,112.340000
1993-06-18,,,,111.050000
1993-06-21,,,,113.830000
1993-06-22,,,,109.130000
1993-06-23,,,,112.130000
1993-06-24,,,,115.260000
1993-06-25,,,,111.530000
1993-06-28,,,,112.520000
1993-06-29,,,,110.070000
1993-06-30,,,,110.550000
1993-07-01,,,,109.140000
1993-07-02,,,,108.630000
1993-07-06,,,,108.430000
1993-07-07,,,,109.460000
1993-07-08,,,,110.470000
1993-07-09,,,,111.300000
1993-07-12,,,,110.250000
1993-07-13,,,,110.070000
1993-07-14,,,,110.440000
1993-07-15,,,,111.690000
1993-07-16,,,,112.450000
1993-07-19,,,,111.270000
1993-07-20,,,,110.160000
1993-07-21,,,,111.120000
1993-07-22,,,,110.220000
1993-07-23,,,,113.030000
1993-07-26,,,,112.100000
1993-07-27,,,,111.490000
1993-07-28,,,,111.150000
1993-07-29,,,,110.870000
1993-07-30,,,,112.890000
1993-08-02,,,,111.930000
1993-08-03,,,,110.980000
1993-08-04,,,,110.740000
1993-08-05,,,,110.050000
1993-08-06,,,,113.240000
1993-08-09,,,,111.590000
1993-08-10,,,,111.350000
1993-08-11,,,,112.070000
1993-08-12,,,,113.490000
1993-08-13,,,,116.730000
1993-08-16,,,,111.140000
1993-08-17,,,,113.880000
1993-08-18,,,,113.080000
1993-08-19,,,,113.810000
1993-08-20,,,,115.050000
1993-08-23,,,,114.240000
1993-08-24,,,,115.170000
1993-08-25,,,,116.050000
1993-08-26,,,,112.850000
1993-08-27,,,,114.500000
1993-08-30,,,,115.290000
1993-08-31,,,,114.280000
1993-09-01,,,,116.100000
1993-09-02,,,,115.010000
